Track Name,Artist,Genres,Energy,Acousticness,Danceability,Valence,Loudness,Instrumentalness,Speechiness,Liveness,Tempo,Lyrics
Chega de Saudade,João Gilberto,"bossa nova,brazilian jazz,cool jazz,jazz guitar,mpb,samba,violao",0.247,0.73,0.532,0.67,-15.507,0,0.0339,0.18,87.995,"Chega de Saudade Lyrics[Letra de ""Chega de Saudade"" com João Gilberto]

[Pré-Refrão]
Vai minha tristeza
E diz a ela que sem ela não pode ser
Diz-lhe numa prece que ela regresse
Porque eu não posso mais sofrer

[Refrão]
Chega de saudade
A realidade é que sem ela não há paz
Não há beleza, é só tristeza e melancolia
Que não sai de mim, não sai de mim, não sai
[Pós-Refrão]
Mas se ela voltar, se ela voltar
Que coisa linda, que coisa louca
Pois há menos peixinhos a nadar no mar
Do que os beijinhos que eu darei na sua boca

[Verso]
Dentro dos meus braços
Os abraços hão de ser milhões de abraços
Apertado assim, colado assim, calado assim
Abraços e beijinhos e carinhos sem ter fim
Que é pra acabar com esse negócio de viver longe de mim

[Pré-Refrão]
Vai minha tristeza
E diz a ela que sem ela não pode ser
Diz-lhe numa prece que ela regresse
Porque eu não posso mais sofrer

[Refrão]
Chega de saudade
A realidade é que sem ela não há paz
Não há beleza, é só tristeza e melancolia
Que não sai de mim, não sai de mim, não sai

[Pós-Refrão]
Mas se ela voltar, se ela voltar
Que coisa linda, que coisa louca
Pois há menos peixinhos a nadar no mar
Do que os beijinhos que eu darei na sua boca
You might also like[Refrão]
Dentro dos meus braços
Os abraços hão de ser milhões de abraços
Apertado assim, colado assim, calado assim
Abraços e beijinhos e carinhos sem ter fim
Que é pra acabar com esse negócio de viver longe de mim

[Saída]
Não quero mais esse negócio de você viver assim
Vamos deixar desse negócio de você viver sem mim4Embed"
Chega de Saudade,João Gilberto,"bossa nova,brazilian jazz,cool jazz,jazz guitar,mpb,samba,violao",0.247,0.73,0.532,0.67,-15.507,0,0.0339,0.18,87.995,"Chega de Saudade Lyrics[Letra de ""Chega de Saudade"" com João Gilberto]

[Pré-Refrão]
Vai minha tristeza
E diz a ela que sem ela não pode ser
Diz-lhe numa prece que ela regresse
Porque eu não posso mais sofrer

[Refrão]
Chega de saudade
A realidade é que sem ela não há paz
Não há beleza, é só tristeza e melancolia
Que não sai de mim, não sai de mim, não sai
[Pós-Refrão]
Mas se ela voltar, se ela voltar
Que coisa linda, que coisa louca
Pois há menos peixinhos a nadar no mar
Do que os beijinhos que eu darei na sua boca

[Verso]
Dentro dos meus braços
Os abraços hão de ser milhões de abraços
Apertado assim, colado assim, calado assim
Abraços e beijinhos e carinhos sem ter fim
Que é pra acabar com esse negócio de viver longe de mim

[Pré-Refrão]
Vai minha tristeza
E diz a ela que sem ela não pode ser
Diz-lhe numa prece que ela regresse
Porque eu não posso mais sofrer

[Refrão]
Chega de saudade
A realidade é que sem ela não há paz
Não há beleza, é só tristeza e melancolia
Que não sai de mim, não sai de mim, não sai

[Pós-Refrão]
Mas se ela voltar, se ela voltar
Que coisa linda, que coisa louca
Pois há menos peixinhos a nadar no mar
Do que os beijinhos que eu darei na sua boca
You might also like[Refrão]
Dentro dos meus braços
Os abraços hão de ser milhões de abraços
Apertado assim, colado assim, calado assim
Abraços e beijinhos e carinhos sem ter fim
Que é pra acabar com esse negócio de viver longe de mim

[Saída]
Não quero mais esse negócio de você viver assim
Vamos deixar desse negócio de você viver sem mim4Embed"
Baiãozinho,Roberto Menescal E Seu Conjunto,bossa nova,0.409,0.863,0.622,0.676,-13.176,0.747,0.0368,0.105,105.553,
Sambongo,João Donato E Seu Trio,bossa nova,0.495,0.723,0.622,0.776,-15.83,0.918,0.0385,0.0808,112.48,
Balança Pema,Jorge Ben Jor,"bossa nova,manguebeat,mpb,samba,samba-rock,tropicalia",0.319,0.639,0.615,0.828,-9.178,0,0.0376,0.142,90.998,"Balança Pema LyricsBalança a Pema
Balança sem parar
Arrasta as sandálias
Arrasta até gastar

Pois quando você sambalança
Sambalançao meu coração também
Ele sambalança certinho
Juntinho com o seu vai e vem

Balança a Pema
Balança sem parar
Arrasta as sandálias
Arrasta até gastar
Se você jurar
Me ensinar
Sambalançar assim
Eu lhe darei
Uma sandália de prata
Para você sambalançar só prá mim

Balança a Pema
Sacudindo bem
Balança sem parar
Arrasta as sandálias
Sacudindo bem
Arrasta até gastar

Balança a Pema
Sacudindo bem
Balança sem parar
Arrasta as sandálias
Arrasta até gastarYou might also like1Embed"
Maria Ninguém,Bola Sete,"bossa nova,brazilian jazz",0.245,0.967,0.79,0.48,-16.009,0.678,0.0385,0.108,107.416,"2345meia78 Lyrics[Intro]

[Verso 1]
Fim de semana chegando, e o coitado tá no osso
Mas acaba de encontrar a solução
Coloca um caderninho no bolso
Apanha umas fichas e corre pra um orelhão
É o seu velho caderninho de telefone
Com o nome e o número de um monte de mulher
E ele vai ligar pra todas
Até conseguir chamar uma gata pra sair e dar um rolé
[Refrão]
2345-meia-78
Tá na hora de molhar o biscoito
Eu tô no osso, mas eu não me canso
Tá na hora de afogar o ganso

[Verso 2]
Letra ""A"", vamos começar:
Alô, por favor, Ana Maria está?
(Ela saiu com o namorado, quer deixar recado?)
Não, obrigado, deixa pra lá
Letra ""B"", vou ligar pra essa Bianca
Tem cara de carranca, mas dá pra dar o bote
Desligou na minha cara, que tristeza
Chamei ela de princesa, e ela pensou que fosse trote
Que se dane, é até melhor assim
Eu vou ligar pra Dani, que ela é gamadinha em mim
Oi, Danizinha, lembra do animal?
(Não conheço ninguém com esse nome, tchau)
Deve estar com amnésia, vou pra letra ""E""
2, bola-gato, 69, bola-sete
É a bola da vez, a Elizabete
Dizem as más línguas que ela é boa de-- (Alô!)
Alô, a Beth está?
(Tá, mas não pode falar
Ela tá de boca cheia, e eu tô comendo, rapá)!
Que azar, liguei na hora errada
A hora da refeição é uma hora sagrada
Meu caderninho de telefone parece um cardápio
E faz um tempo que eu não como nada
You might also like[Refrão]
2345-meia-78
Tá na hora de molhar o biscoito
Eu tô no osso, mas eu não me canso
Tá na hora de afogar o ganso

[Verso 2]
Letra ""F"", quem não arrisca, não petisca
Alô, é da casa da Francisca?
(Ela se mudou, casou com um delegado de polícia, quer o número?)
Tô fora, risquei da minha lista
Há muito tempo, eu conheci a Dona Guta, uma coroa enxuta
Como será que ela tá?
(Dona Guta? Vou chamar
Vovó! Telefone!)
(Hein?)
Achei melhor desligar
Tentei o ""H"", o ""I"", e o ""J""
E, até agora, não arrumei uma... gata
""L"", ""M"", ""N"", ""O""
A cada letra que passa, eu me sinto mais só
""P"", ""Q"", ""R"", S.O.S
Socorro, eu já tô na letra ""X""!
Meu caderninho de telefone já está perto do fim
E eu tô longe de um final feliz
[Refrão]
2345-meia-78
Tá na hora de molhar o biscoito
Eu tô no osso, mas eu não me canso
Tá na hora de afogar o ganso

[Verso 3]
Ainda falta a letra ""Z""
Mas acabaram as fichas, o quê que eu vou fazer?
Disk-Sex? Ah, qualé!
Chega de conversa, o que eu quero é uma mulher
Já sei, vou ligar pro 102, o Disk-Informações
Não há nada errado nisso
(Informações, Creusa, pois não?)
Só queria uma informação, pode ser ou tá difícil?
(Queira desculpar, mas o telefone referente a este número não consta no cadastro)
Vou ligar pra Zulmira, mas nem adianta
Ela nunca dá mole pra ninguém
Mas eu já levei um fora do alfabeto inteiro
Quê que tem levar um ""não"" dela, também?
Alô! Zulmira? Vai fazer o quê hoje?
(Ah, não sei, vamos num cinema...)
Quando a esmola é demais, o santo desconfia
Essa mina deve estar com algum problema
Chegando no local que ela escolheu
Não-sei-o-quê-lá-do-reino-de-Deus
Olha o nome do filme: ""Jesus Cristo é o Senhor""
É comédia?
(Não é filme, o cinema acabou
Virou igreja evangélica, e eu só te trouxe aqui
Pra 'cê comprar pra mim uma vaga lá no Céu)
Ah, irmã, deixa disso
Minha grana só vai dar pra te levar pra ir rezar lá num motel
(Ai, senhor, olha onde eu vim parar!)
Ah, relaxa, meu amor... Ajoelhou?
Então, vai ter que rezar!

[Refrão]
2345-meia-78
Tá na hora de molhar o biscoito
Eu tô no osso, mas eu não me canso
Tá na hora de afogar o ganso

(Ai, isso é tentação do Capeta!)
Cala a boca, mulher! Vem fazer o canguru-perneta

[Refrão]
2345-meia-78
Tá na hora de molhar o biscoito
Eu tô no osso, mas eu não me canso
Tá na hora de afogar o ganso2Embed"
Outra Vez,Elizeth Cardoso,velha guarda,0.138,0.885,0.594,0.57,-14.985,0,0.037,0.126,99.134,"Outra Vez LyricsOutra vez, sem você
Outra vez, sem amor
Outra vez vou sofrer vou chorar
Até voce voltar!
Outra vez vou vagar
Por ai,pra esquecer,outra vez
Vou falar mal do mundo
Até voce voltar!
Todo mundo me pergunta
Porque eu ando triste assim
Ninguem sabe o que é q eu sinto
Com voce longe de mim
Vejo o sol quando ele sai
Vejo a chuva quando cai
Tudo agora é só tristeza!
Traz saudades de voce...You might also likeEmbed"
Mascarada,Zé Keti,"bossa nova,mpb,pagode,samba,velha guarda",0.49,0.413,0.557,0.759,-11.952,2.6e-05,0.138,0.376,83.242,"Miód i cukier Lyrics[Zwrotka 1: Pono]
Cały czas wjazd z hitem, życie płynie, ZIP jest ZIP-em
Jest pomysł na płytę, płyta jest tego wynikiem
Żaden ZIP nie jest typem, co chciałby się przylansować
ZIP dlatego jest ZIP-em, bo z bitem lubi rymować
Niejeden próbował z ZIP-ami się zaprzyjaźnić
Niejeden cukrował, przez co sam się tylko zbłaźnił
Niejeden żałował, bo prowokował i drażnił
Nieudacznik motywował się tym, że jest kimś ważnym
Trzaśnij (Trzaśnij), jak masz mieć jakieś pretensje
Każdy ma koneksje, pozdrawiamy konkurencje
Liczą się intencje, a nie same referencje
Też trzeba mieć odwagę, żeby wygłosić recenzje
A ty jak chcesz, możesz dalej strugać głupa
Miód, cukier, cukier, aby do celu po trupach
Słuchaj i się ucz jak ja i moja grupa
Traktujemy z góry te karykatury tutaj
[Refren: Sokół]
Miód, cukier, cukier
Cukier, miód, miód
Miód, cukier, cukier
Cukier, miód, miód

[Zwrotka 2: Sokół]
Nieszczery uśmiech to nie nasz kierunek
ZIP Skład, Sokół, Pono, Deszczu, wzajemny szacunek
Jebać wizerunek, make-up i maskaradę
Zarzuć mi coś, chuj na to kładę
Jestem sobą zawsze i nie udaję
Płaszczysz się przed nami jak złotówka pod tramwajem
Za to kurwisz na nas, kiedy nie słyszymy
Życzę zdrowia dla ciebie i całej rodziny
Nigdy do udawania nie czułem mięty
Żyję dla bliskich swoich, nie dla legendy
Ja w różowym swetrze nadal będę mężczyzną
A pizda ze złotą ketą nadal jest pizdą
Sierotko, chyba powoli się w tym gubisz
Bardziej naturalny niż ty jest już Rubik
Rób, jak lubisz, dupolizie na salonach
Miód i cukier, i klepanie po ramionach (Ta)

[Refren: Sokół]
Miód, cukier, cukier
Cukier, miód, miód
Miód, cukier, cukier
Cukier, miód, miódYou might also likeEmbed"
Batida Diferente,Roberto Menescal E Seu Conjunto,bossa nova,0.319,0.645,0.615,0.895,-17.829,0.000437,0.0621,0.0878,89.776,
Samba Sem Balanço,Johnny Alf,"bossa nova,choro,mpb,samba,samba-jazz,velha guarda",0.678,0.483,0.694,0.893,-6.271,0.00067,0.0429,0.107,95.842,
Chega de Saudade,João Gilberto,"bossa nova,brazilian jazz,cool jazz,jazz guitar,mpb,samba,violao",0.237,0.743,0.51,0.635,-16.021,0,0.034,0.176,87.813,"Chega de Saudade Lyrics[Letra de ""Chega de Saudade"" com João Gilberto]

[Pré-Refrão]
Vai minha tristeza
E diz a ela que sem ela não pode ser
Diz-lhe numa prece que ela regresse
Porque eu não posso mais sofrer

[Refrão]
Chega de saudade
A realidade é que sem ela não há paz
Não há beleza, é só tristeza e melancolia
Que não sai de mim, não sai de mim, não sai
[Pós-Refrão]
Mas se ela voltar, se ela voltar
Que coisa linda, que coisa louca
Pois há menos peixinhos a nadar no mar
Do que os beijinhos que eu darei na sua boca

[Verso]
Dentro dos meus braços
Os abraços hão de ser milhões de abraços
Apertado assim, colado assim, calado assim
Abraços e beijinhos e carinhos sem ter fim
Que é pra acabar com esse negócio de viver longe de mim

[Pré-Refrão]
Vai minha tristeza
E diz a ela que sem ela não pode ser
Diz-lhe numa prece que ela regresse
Porque eu não posso mais sofrer

[Refrão]
Chega de saudade
A realidade é que sem ela não há paz
Não há beleza, é só tristeza e melancolia
Que não sai de mim, não sai de mim, não sai

[Pós-Refrão]
Mas se ela voltar, se ela voltar
Que coisa linda, que coisa louca
Pois há menos peixinhos a nadar no mar
Do que os beijinhos que eu darei na sua boca
You might also like[Refrão]
Dentro dos meus braços
Os abraços hão de ser milhões de abraços
Apertado assim, colado assim, calado assim
Abraços e beijinhos e carinhos sem ter fim
Que é pra acabar com esse negócio de viver longe de mim

[Saída]
Não quero mais esse negócio de você viver assim
Vamos deixar desse negócio de você viver sem mim4Embed"
Sobre O Amor E Seu Trabalho Silencioso,Céu,"bossa nova,brazilian indie,mpb,nova mpb",0.17,0.877,0.781,0.955,-16.867,2.09e-05,0.119,0.0819,92.729,"Sobre o Amor e seu Trabalho Silencioso LyricsVai pegar feito bocejo
O que só o sentido vê
Instigado num lampejo
Despertado pelo beijo
Que o baile parou pra ver

Da marchinha fez silêncio
Num silêncio escutei
Uma disritmia em meu coração
Que se instalou de vezYou might also likeEmbed"
Samba D,The Ipanemas,"bossa nova,samba-jazz",0.494,0.811,0.734,0.837,-12.798,0.856,0.0556,0.138,159.999,"Flow Desaparecido Lyrics[Testo di: “Flow Desaparecido” ft. Garibaldi & Anco Marcio]

[Intro]
Asko made it hoe

[Strofa 1: Garibaldi]
Scendo all’aeroporto in una terra lontana
Seguirò tutti i cartelli, per Calì e per Tijuana
Evado come il Chapo, combatto come il Chaco
Rivolta a Cochabamba poi pippi coca, bamba
Sei una casa di fango infatti poi ti sfaldi
Scrivo rime dai due mondi, sono Garibaldi
Oggi brilla a Rio la luce del Carneval (oh)
La tipa è Seleção, quindi prendi il palo (oh)
Versami, ti prego, un litro di Mezcàl (oh)
Puoi chiamarmi Frida da quanto ne calo
Non sono dopato, corro mezza maratona
Scrivo con Mano de Dios, Garibaldi Maradona
Tu vuoi fottere lo zio ma sei un pendejo
Ho la pelle di giaguaro come un azteco
Scrivo barre in 4K quindi cambia il Mivar
Faccio a fette il beat: spada di Simón Bolívar
Niente plata ho scеlto plomo, quindi Pablo spara
“Hasta la victoria siempre” come Chе Guevara
Bodega Fin del Mundo dritto in gola dalla grolla
Ballo un tango con la morte, chiamami Astori Piazzolla
Ho un flusso d’argento, flow dal Rio de la Plata
Ti metti contro me? Cronaca di una morte annunciata
Una via d’uscita lo sai, amico, qui non c’è
Come chi si oppose al regime di Pinochet
[Bridge: Anco Marcio]
Madre mia que bien
Estoy contigo MC
Soy Anco Marcio

[Strofa 2: Anco Marcio]
Vamos a la playa, sabbia bianca nella baia
Cocco e papaya, non è la terra dei Maya
Siamo nel profondo Sud, Ande e poi Terra del Fuoco
Senti questo mood, questo clima un poco loco
Su una spiaggia di Bahia sorseggiando una tequila
Tra due tiri di maria e la voce di Shakira
Una bella brasiliana balla samba seminuda
Con il vento a tramontana sembra un verso di Neruda
Il caldo t'accompagna, sotto questo sole brucio
Taglio la picanha, sembro un po' Fontana Lucio
Tra due palme e due liane son cullato da un’amaca
Sogno terre peruviane, sogno il lago Titicaca
Mentre nelle tende, narrano antiche leggende
Sogno Salvador Allende, este pueblo non si arrende
Sul bordo dei vulcani getto i miei pensieri strani
Come sacrifici umani degli Incas precolombiani
Poi si passa con cautela in un locale di Caracas
Nel cuore del Venezuela tra i mojito e le maracas
Spendo soldi al banco, compro col mio portafoglio
Un vestito bianco, mi sento Jorge Bergoglio
Di Stéfano Alfredo, lui coi Blancos era il re
Ma qui giran lo spiedo con la maglia di Pelé
Parlo sottovoce per lasciare il clima intonso
Qua il tempo scorre veloce, sì come Fernando Alonso
Con un sigaro di Avana qui mi sento come a casa
Sulle note di Santana o che suoni ""El Cóndor Pasa""
Buena Vista Social Club o The Girl From Ipanema
Sotto l'ombra di un baobab per sfuggire a un eritema
Suona il tango ""Un Dos Tres, cómo bailá, ¡Ay, caramba!""
Danzano a Buenos Aires ballerini su una gamba
Sento l'armonia del mare, guardo il cielo e sorrido
Da sto posto si scompare, come un desaparecidoYou might also likeEmbed"
Não Vou Pra Casa - Ao Vivo,João Gilberto,"bossa nova,brazilian jazz,cool jazz,jazz guitar,mpb,samba,violao",0.212,0.923,0.619,0.597,-13.586,0.0928,0.0636,0.956,85.187,
Chega de Saudade - Ao Vivo,João Gilberto,"bossa nova,brazilian jazz,cool jazz,jazz guitar,mpb,samba,violao",0.267,0.922,0.667,0.195,-14.323,0.00551,0.0722,0.989,87.363,
Farolito - Ao Vivo,João Gilberto,"bossa nova,brazilian jazz,cool jazz,jazz guitar,mpb,samba,violao",0.112,0.926,0.476,0.383,-17.989,0.0233,0.0443,0.443,86.775,
Samba de uma Nota Só - Ao Vivo,João Gilberto,"bossa nova,brazilian jazz,cool jazz,jazz guitar,mpb,samba,violao",0.129,0.912,0.512,0.193,-14.786,0.158,0.0719,0.437,155.322,
Bahia Com H - Ao Vivo,João Gilberto,"bossa nova,brazilian jazz,cool jazz,jazz guitar,mpb,samba,violao",0.159,0.931,0.541,0.409,-16.833,0.00105,0.264,0.16,81.962,
Sinfonia do Rio de Janeiro / Copacabana - Ao Vivo,João Gilberto,"bossa nova,brazilian jazz,cool jazz,jazz guitar,mpb,samba,violao",0.128,0.919,0.486,0.237,-17.75,0.000529,0.0475,0.693,112.867,
Hino Nacional Brasileiro - Ao Vivo,João Gilberto,"bossa nova,brazilian jazz,cool jazz,jazz guitar,mpb,samba,violao",0.256,0.836,0.488,0.448,-14.701,4.52e-05,0.277,0.915,106.247,
Hino Nacional Brasileiro - Ao Vivo,João Gilberto,"bossa nova,brazilian jazz,cool jazz,jazz guitar,mpb,samba,violao",0.256,0.836,0.488,0.448,-14.701,4.52e-05,0.277,0.915,106.247,
Solidão - Ao Vivo,João Gilberto,"bossa nova,brazilian jazz,cool jazz,jazz guitar,mpb,samba,violao",0.125,0.919,0.4,0.366,-15.437,0.000622,0.0822,0.697,78.41,"Os Melhores Álbuns de 2017 da Comunidade Genius LyricsA comunidade escolheu em votação pública, e aqui estão os 40 melhores discos nacionais de 2017

No ano, foram mais de 500 lançamentos—levando em consideração apenas os contabilizados no nosso calendário—, dos mais diversos estilos, gostos, modelos e formas. Aqui, a partir de votação pública, trazemos os títulos preferidos da comunidade. Como a grande maioria dos usuários vem exclusivamente pelo rap, e não podemos deixar de fora toda gama de obras dos demais gêneros, mais uma vez dividimos entre Rap e Geral (demais categorias não-rap).

(Vale ressaltar que os álbuns que participaram da votação representam os lançados entre 16 de dezembro de 2016 e 8 de dezembro de 2017. Os lançados após esta data serão considerados para lista do próximo ano.)

Confira abaixo os 40 discos escolhidos pela galera:GERAL20. Maglore, 'Todas as Bandeiras'O principal trunfo do grupo baiano é a visível evolução na sua musicalidade. Depois de inciarem com um disco não muito inspirado ainda em 2011, passando por mais dois discos medianos, Maglore se mostra agora mais instigante, abrasiva, urgente, pronta. Políticos, as composições são retrato do momento social do país, mostrando relevância e atenção. Grande salto, importantíssimo para consagração do grupo.
—Igor França19. Mallu Magalhães, 'Vem'Após de mudar para Portugal, casar-se e dar a luz à sua primeira filha, Mallu retoma ritmos brasileiros brasileiros, passeando pelo samba—o que ainda lhe rendeu polêmicas—e MPB. É seu primeiro registro inédito em 6 anos, agora apontando uma maturidade, navegando por ritmos além-indie em busca da brasilidade em sua música.
—Igor França18. Plutão Já Foi Planeta, 'A Última Palavra Feche a Porta'Além de um nome extremamente sagaz, a banda conseguiu sucesso e angariar fãs, agora os presentando com um trabalho mais sólido, representando essa nova fase do grupo, espelhado em uma maturidade sonora e discursiva. Interessante trabalho de uma banda que se mostra promissora no cenário do pop-rock.
—Igor França17. Soledad, 'Soledad'A estreia da cearense é repleta por ótimos músicos conterrâneos, que sejam produzindo, sejam nas composições, abrilhantam sua marcante voz, empregando uma aura regional, sem isso significar limitação de alguma forma, bem ilustrada pela capa com essa atmosfera abrilhantada.
—Igor França16. Tribalistas, 'Tribalistas'O grande fenômeno do início dos anos 2000 que reuniu Arnaldo Antunes, Carlinhos Brown e Marisa Monte ressurge 15 anos depois com mais um álbum. Ligados aos tempos modernos, a campanha de lançamento teve direito a aplicação reunindo Facebook e Spotify com conteúdo exclusivo sobre as músicas e com direito a lançamento na TV Globo. Antenados, os Tribalistas se mostram ainda relevantes no mainstream e capazes de entregar um conteúdo vasto, além de sua música. Seria essa música boa? Difícil concordar.
—Igor França15. Nação Zumbi, 'Radiola NZ, Vol. 1'Um dos principais nomes do rock nacional, pioneiros do manguebit, revisitam diversos artistas, desde de Gilberto Gil com ""Refazenda"", passando por Tim Maia com ""Balanço"", até David Bowie com ""Ashes to Ashes"" e Beatles com ""Tomorrow Never Knows"". Impondo seu estilo, as releituras sempre se mostram com um ar de Nação, mostrando a originalidade reconhecida da ex-banda do lendário Chico Science.
—Igor França14. Vitor Brauer, 'Anjo Azul'Minas Gerais se mostra cada vez mais relevante no cenário musical. Brauer, fechando uma trilogia iniciada com Nosferatu e seguida por M, traz em seu spoken word o cotidiano, divagações e experiências ancoradas num som atravessado pelo experimentalismo e desvirtuação. Se pegue imerso nas mais diversas histórias e refletindo sobre diversos espectros.
—Igor França13. Cícero, 'Cícero & Albatroz'Contrário ao seu último álbum, A Praia, Cícero apresenta seu quarto disco, que extrai sentimentos do cinzento concreto da cidade. Munido de sua banda, o ""Albatroz"" do título, o registro do carioca mostra uma visão metafórica e, por certas vezes até distópica, da cidade; um artifício novo, vide a característica descritiva que suas músicas costumam ter. Mais do que nunca, neste novo trabalho, as músicas são monumentais, construídas em diversas camadas que sobrepõem uma a outra criando um cenário lúdico para as canções, renovando sua sonoridade que por muitas vezes era composta de instrumentos crus. O álbum é um suspiro novo e renovador para o som característico de Cícero, contendo até músicas felizes; algo que ouvintes de longa data do artista duvidariam. Cícero & Albatroz desvencilha-se da trilogia de discos de Cícero por mostrar uma vertente distinta de suas outras obras, uma virada na carreira do artista.
—RFLSAN12. Felipe S, 'Cabeça de Felipe'A história por trás de Cabeça de Felipe já é um atrativo à parte: o disco carrega o nome do quadro que o pai de Felipe S. fez em sua homenagem, no ano de 1987. O quadro ilustra a capa do álbum e reforça a característica íntima desse trabalho: é uma entrada ao mundo de Felipe. Vocalista da banda Mombojó, esse é seu primeiro disco solo, ainda que já se arriscasse em projetos paralelos à banda, como em Suíte Pistache (2013), disco feito em parceria com André Edipo e Missionário José. Em todos os esses projetos citados, Felipe S. é capaz de não cair na mesmice e no repeteco, é um disco que vem a acrescentar ao seu repertório e destaca-se entre as melhores produções do ano. “Anedota Yanomami” e “Santo Forte” são canções de personalidade, no entanto o destaque é para “Vão”, faixa catártica onde Felipe diz: “Vão dizer por aí que eu não sou palha, mas qualquer fogo pouco me incendeia.”
—Marta Barbieri11. Giovani Cidreira, 'Japanese Food'Se hoje estamos aqui ouvindo e falando sobre a estreia de Giovani Cidreira, não significa que ele é um mero iniciante. Vindo de uma experiência com banda, a Velotroz, o soteropolitano demonstra segurança e talento solo, num dos discos mais vigorosos do ano. Japanese Food causa confusão nas primeiras ouvidas pela ânsia de classificá-lo. “Tão anos oitenta!”, tão isso ou tão aquilo para chegarmos a conclusão de que ele é inclassificável. Uma descoberta leva a outra e ao descobrir em Giovani um potente letrista ao longo do disco, descobrimos também a potente cantora Josyara, sua dupla na canção “Pássaro de Prata”. Já nos primeiros minutos, o disco se mostra cativante, e o recado para quem ainda não ouviu é: ainda dá tempo. Giovani, em bela estreia, traz força e viço à música popular brasileira.
—Marta Barbieri10. Curumin, 'Boca'Desde 2012 sem álbum novo, Curumin se dedicou mais à produção musical nesse período, assinando diversos trabalhos—relevantes. Experiente, sua discografia, até então, com apenas três discos solo, não parece refletir seu tempo na música. Com Boca, ele volta afiado, político e atento, sempre certeiro em suas composições. Mais uma bela obra da pequena, mas importante carreira.
